locality,species,month,year,socioeconomic_stratum,citizen_reports,abuse_cases,animals_seized,vet_emergencies,microchip_coverage,sterilization_rate,stray_density,prior_cases_6m,institutional_response_days,abandonment_risk
USME,FELINO,1,2022,1,10,27,7,30,0.0896,0.2012,59.5,16,13,HIGH
KENNEDY,CANINO,10,2022,2,15,17,4,30,0.1616,0.2744,50.87,13,6,HIGH
RAFAEL URIBE URIBE,FELINO,10,2023,2,10,14,5,14,0.3625,0.2658,35.57,14,6,MEDIUM
SUMAPAZ,FELINO,11,2023,4,1,10,3,14,0.5224,0.0529,14.12,3,10,LOW
TUNJUELITO,CANINO,6,2023,2,8,13,3,22,0.4163,0.2549,37.65,10,8,MEDIUM
SAN CRISTÓBAL,CANINO,9,2024,3,12,14,4,30,0.3367,0.2032,49.75,10,12,MEDIUM
TUNJUELITO,CANINO,6,2023,2,12,21,6,13,0.2996,0.2225,44.81,11,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,9,2022,1,9,15,6,31,0.2621,0.2306,45.74,15,5,MEDIUM
FONTIBÓN,CANINO,6,2024,2,7,14,7,21,0.4513,0.3144,28.6,5,8,MEDIUM
CIUDAD BOLÍVAR,CANINO,1,2023,1,10,18,6,26,0.0805,0.123,56.63,11,4,HIGH
LOS MÁRTIRES,FELINO,5,2023,2,8,12,2,25,0.4186,0.3289,41.49,7,5,MEDIUM
CIUDAD BOLÍVAR,CANINO,5,2023,2,15,25,5,34,0.1629,0.1989,45.15,12,3,HIGH
KENNEDY,CANINO,10,2024,2,12,19,6,40,0.2024,0.2052,52.65,14,7,HIGH
LA CANDELARIA,CANINO,6,2023,6,5,17,6,11,0.6127,0.3733,28.87,6,4,LOW
KENNEDY,CANINO,6,2022,1,12,22,4,26,0.02,0.2991,59.46,11,5,HIGH
ANTONIO NARIÑO,FELINO,1,2023,2,10,17,7,25,0.1105,0.251,48.94,11,5,HIGH
BOSA,CANINO,9,2024,1,15,18,7,27,0.1371,0.1813,59.48,14,8,HIGH
BOSA,CANINO,5,2022,1,12,10,0,23,0.2175,0.1464,47.78,8,8,MEDIUM
RAFAEL URIBE URIBE,CANINO,8,2023,1,13,14,2,23,0.1393,0.2459,43.88,10,8,HIGH
PUENTE ARANDA,CANINO,2,2024,1,10,12,4,15,0.3106,0.3315,38.73,4,4,MEDIUM
SUMAPAZ,CANINO,4,2022,6,2,4,1,15,0.6549,0.1957,9.25,2,17,LOW
TUNJUELITO,CANINO,1,2023,1,10,21,4,23,0.1843,0.2433,44.07,10,6,HIGH
SUBA,FELINO,11,2023,4,9,4,3,10,0.5647,0.4697,30.73,8,5,LOW
CIUDAD BOLÍVAR,CANINO,4,2023,3,16,19,9,24,0.1753,0.158,53.6,11,6,HIGH
USME,CANINO,8,2024,1,3,13,4,22,0.2184,0.158,40.72,7,7,MEDIUM
BOSA,CANINO,3,2023,1,9,15,2,28,0.131,0.2892,57.02,10,7,HIGH
TUNJUELITO,CANINO,9,2023,1,15,23,6,33,0.1862,0.197,45.71,6,5,HIGH
KENNEDY,CANINO,6,2023,2,24,22,9,24,0.2037,0.1781,50.4,10,8,HIGH
BARRIOS UNIDOS,FELINO,12,2023,2,8,20,6,19,0.3892,0.4417,36.59,11,2,MEDIUM
SAN CRISTÓBAL,FELINO,7,2023,1,12,21,9,32,0.124,0.1812,52.84,15,6,HIGH
PUENTE ARANDA,FELINO,8,2024,2,12,12,6,22,0.3542,0.3493,40.83,15,4,MEDIUM
FONTIBÓN,CANINO,9,2024,3,6,13,5,28,0.4038,0.3627,30.5,3,6,MEDIUM
LA CANDELARIA,CANINO,9,2024,5,3,7,1,7,0.7218,0.389,16.48,2,5,LOW
BOSA,CANINO,12,2024,1,19,23,5,31,0.0854,0.2641,58.81,15,6,HIGH
PUENTE ARANDA,CANINO,1,2022,2,11,15,2,22,0.1967,0.2837,48.09,7,7,MEDIUM
KENNEDY,CANINO,2,2023,3,15,23,7,28,0.1374,0.2601,58.65,13,8,HIGH
TUNJUELITO,FELINO,5,2023,3,9,20,8,32,0.2684,0.2696,46.7,13,9,MEDIUM
ANTONIO NARIÑO,FELINO,8,2024,2,9,15,1,28,0.3292,0.2589,37.23,11,5,MEDIUM
FONTIBÓN,CANINO,7,2024,3,6,15,2,16,0.2536,0.3847,43.06,10,7,MEDIUM
CIUDAD BOLÍVAR,FELINO,11,2023,2,9,17,4,24,0.0414,0.1637,52.18,10,11,HIGH
LOS MÁRTIRES,FELINO,4,2023,3,15,13,2,23,0.4221,0.1497,36.02,7,3,MEDIUM
KENNEDY,CANINO,12,2023,1,17,28,7,34,0.0469,0.2,55.09,14,8,HIGH
KENNEDY,CANINO,1,2024,1,19,20,7,27,0.0718,0.2128,58.92,13,6,HIGH
ANTONIO NARIÑO,CANINO,9,2023,3,9,13,5,15,0.3634,0.3167,35.69,11,5,MEDIUM
PUENTE ARANDA,CANINO,12,2024,2,8,16,5,24,0.2388,0.262,46.78,11,11,MEDIUM
SANTA FE,CANINO,11,2024,2,8,12,3,18,0.4182,0.3244,31.81,9,8,MEDIUM
TUNJUELITO,FELINO,5,2024,2,7,17,1,26,0.326,0.2164,47.08,11,4,MEDIUM
USME,CANINO,4,2024,1,8,18,4,22,0.1431,0.0994,42.23,14,6,HIGH
SUBA,FELINO,5,2024,3,6,10,1,14,0.5288,0.3382,28.73,5,5,LOW
ANTONIO NARIÑO,CANINO,4,2023,3,12,9,2,16,0.3974,0.2171,33.81,10,7,MEDIUM
FONTIBÓN,CANINO,1,2024,1,12,18,2,18,0.3181,0.3967,49.06,9,3,MEDIUM
LA CANDELARIA,FELINO,11,2024,3,6,12,5,23,0.6844,0.4283,20.9,11,7,LOW
TEUSAQUILLO,CANINO,1,2022,2,10,13,3,15,0.4791,0.4239,36.57,5,4,MEDIUM
BARRIOS UNIDOS,CANINO,11,2023,4,6,11,2,15,0.5393,0.367,26.72,7,2,MEDIUM
LOS MÁRTIRES,FELINO,2,2023,1,8,16,4,31,0.2392,0.3145,44.82,12,5,MEDIUM
FONTIBÓN,FELINO,8,2023,2,12,10,3,17,0.4151,0.3027,34.25,15,8,MEDIUM
LOS MÁRTIRES,CANINO,9,2024,2,11,13,6,26,0.3261,0.2608,42.92,10,4,MEDIUM
RAFAEL URIBE URIBE,CANINO,8,2022,2,9,13,1,24,0.195,0.206,41.67,8,11,MEDIUM
RAFAEL URIBE URIBE,FELINO,1,2024,3,13,23,2,33,0.1343,0.2111,55.62,13,5,HIGH
FONTIBÓN,CANINO,4,2023,4,11,12,4,21,0.5809,0.4043,34.33,6,6,MEDIUM
ANTONIO NARIÑO,CANINO,11,2023,2,12,17,4,22,0.3293,0.416,38.8,5,10,MEDIUM
RAFAEL URIBE URIBE,CANINO,7,2024,1,15,22,5,29,0.1466,0.2657,58.91,9,9,HIGH
KENNEDY,CANINO,1,2023,1,17,20,4,26,0.0707,0.2921,66.96,16,8,HIGH
BOSA,FELINO,5,2023,3,14,19,4,21,0.212,0.2884,49.75,12,6,HIGH
BARRIOS UNIDOS,FELINO,1,2024,2,5,13,4,12,0.4366,0.4889,34.22,9,6,MEDIUM
BARRIOS UNIDOS,FELINO,12,2023,2,2,17,7,17,0.4203,0.3156,38.18,9,7,MEDIUM
ENGATIVÁ,CANINO,1,2023,2,10,15,2,17,0.4161,0.2952,35.57,9,2,MEDIUM
LOS MÁRTIRES,CANINO,3,2024,3,4,5,1,18,0.469,0.2738,36.24,14,6,MEDIUM
LOS MÁRTIRES,CANINO,5,2024,2,13,17,2,20,0.3515,0.314,33.77,6,9,MEDIUM
PUENTE ARANDA,FELINO,2,2023,2,13,13,5,23,0.2782,0.3035,39.73,8,4,MEDIUM
CIUDAD BOLÍVAR,CANINO,9,2023,3,15,16,3,27,0.0342,0.1683,50.09,8,13,HIGH
KENNEDY,FELINO,7,2023,1,19,24,9,19,0.0757,0.1747,58.19,15,7,HIGH
SUBA,CANINO,2,2024,4,2,9,2,14,0.5371,0.4042,27.97,5,6,MEDIUM
TEUSAQUILLO,CANINO,8,2023,2,2,18,8,11,0.5644,0.3911,25.57,5,4,MEDIUM
FONTIBÓN,FELINO,7,2023,2,12,15,2,27,0.3419,0.3504,41.43,9,9,MEDIUM
USME,CANINO,12,2024,2,18,21,4,34,0.0582,0.1559,57.64,10,7,HIGH
BOSA,CANINO,5,2024,2,14,15,1,25,0.1814,0.2183,48.72,8,10,HIGH
USME,CANINO,8,2024,2,11,22,9,25,0.2075,0.2161,44.17,13,8,HIGH
LOS MÁRTIRES,CANINO,5,2023,2,8,10,3,21,0.4969,0.2358,36.37,13,7,MEDIUM
SANTA FE,CANINO,7,2024,3,8,17,7,26,0.3656,0.282,32.73,10,6,MEDIUM
ENGATIVÁ,FELINO,1,2022,2,7,12,2,29,0.3771,0.3622,40.6,9,4,MEDIUM
SANTA FE,FELINO,5,2022,4,8,8,2,16,0.5292,0.2711,24.64,6,5,MEDIUM
ENGATIVÁ,FELINO,1,2023,2,7,19,4,14,0.4045,0.2289,37.39,12,3,MEDIUM
TEUSAQUILLO,FELINO,12,2024,3,8,13,5,14,0.5984,0.3946,29.33,3,4,MEDIUM
BOSA,FELINO,4,2022,3,12,15,2,23,0.1628,0.272,49.78,12,11,HIGH
KENNEDY,CANINO,5,2024,1,12,17,5,23,0.1351,0.1688,51.7,19,9,HIGH
SANTA FE,CANINO,12,2024,3,7,17,5,15,0.2808,0.3182,48.17,8,3,MEDIUM
ENGATIVÁ,CANINO,6,2023,3,6,13,6,13,0.4173,0.426,39.45,9,4,MEDIUM
RAFAEL URIBE URIBE,CANINO,2,2024,3,12,16,3,31,0.2208,0.1813,47.86,10,4,HIGH
LOS MÁRTIRES,FELINO,10,2023,4,5,11,3,34,0.3864,0.2429,40.66,8,3,MEDIUM
RAFAEL URIBE URIBE,FELINO,8,2023,2,10,18,6,23,0.2253,0.1576,46.47,14,6,MEDIUM
SANTA FE,CANINO,9,2023,2,9,15,3,17,0.3797,0.3256,37.01,12,9,MEDIUM
PUENTE ARANDA,CANINO,3,2022,2,7,19,5,16,0.4468,0.32,35.83,6,3,MEDIUM
BOSA,CANINO,10,2024,2,11,14,4,22,0.2422,0.2131,47.17,12,5,MEDIUM
USME,CANINO,5,2024,4,5,20,4,35,0.339,0.1801,41.6,9,4,MEDIUM
SAN CRISTÓBAL,CANINO,8,2023,1,7,12,5,32,0.2557,0.1003,52.55,19,6,HIGH
LA CANDELARIA,CANINO,8,2024,5,6,14,4,20,0.5685,0.4329,21.57,5,10,MEDIUM
TUNJUELITO,FELINO,2,2022,4,5,24,4,25,0.2369,0.2138,49.86,12,8,HIGH
ANTONIO NARIÑO,CANINO,5,2023,3,9,12,3,21,0.4261,0.36,40.22,11,8,MEDIUM
BOSA,FELINO,8,2023,1,15,22,5,36,0.0209,0.2608,58.61,18,2,HIGH
PUENTE ARANDA,CANINO,12,2023,2,4,18,9,17,0.1361,0.2322,43.69,11,8,HIGH
BARRIOS UNIDOS,CANINO,7,2023,1,6,19,3,16,0.4182,0.3452,34.0,12,5,MEDIUM
SANTA FE,CANINO,10,2022,4,4,11,3,6,0.4674,0.3044,31.77,11,7,MEDIUM
SAN CRISTÓBAL,CANINO,11,2023,1,11,17,5,26,0.1059,0.2303,51.29,16,6,HIGH
TUNJUELITO,CANINO,9,2023,1,9,16,5,23,0.1852,0.2502,46.49,8,6,MEDIUM
ANTONIO NARIÑO,CANINO,7,2023,1,12,20,7,19,0.2922,0.2887,39.42,8,7,MEDIUM
USME,CANINO,10,2024,3,7,23,8,27,0.2356,0.1804,45.88,9,5,HIGH
FONTIBÓN,CANINO,12,2024,4,11,20,6,27,0.3043,0.2957,42.41,9,8,MEDIUM
USME,FELINO,9,2024,2,13,17,3,31,0.1625,0.1528,49.49,12,4,HIGH
ENGATIVÁ,FELINO,10,2024,3,6,10,2,19,0.4505,0.4564,30.19,12,7,MEDIUM
ANTONIO NARIÑO,CANINO,10,2022,4,10,12,1,22,0.4137,0.1958,35.36,11,5,MEDIUM
USME,CANINO,7,2023,1,14,22,5,35,0.0953,0.151,54.6,18,6,HIGH
CIUDAD BOLÍVAR,FELINO,12,2024,1,12,25,8,36,0.0722,0.1354,58.66,19,10,HIGH
CIUDAD BOLÍVAR,FELINO,11,2022,2,14,22,8,39,0.1077,0.1541,56.36,13,9,HIGH
SUMAPAZ,FELINO,9,2023,4,1,7,1,14,0.638,0.081,12.66,7,9,LOW
RAFAEL URIBE URIBE,CANINO,9,2023,3,11,16,5,26,0.3227,0.2487,39.41,10,6,MEDIUM
CIUDAD BOLÍVAR,CANINO,7,2023,1,11,29,12,31,0.1156,0.2238,58.22,17,5,HIGH
SUMAPAZ,CANINO,9,2023,6,1,5,1,16,0.7077,0.0812,5.71,2,9,LOW
KENNEDY,CANINO,5,2022,2,21,21,4,29,0.2521,0.2636,46.41,11,5,HIGH
BOSA,CANINO,3,2024,2,8,24,6,38,0.237,0.1822,51.77,10,7,HIGH
BOSA,CANINO,2,2023,2,15,15,2,35,0.1301,0.2448,52.98,13,5,HIGH
CIUDAD BOLÍVAR,FELINO,8,2023,3,12,14,6,36,0.1768,0.1547,48.98,8,9,HIGH
BOSA,CANINO,12,2024,1,20,13,4,42,0.0601,0.2115,59.53,10,8,HIGH
SAN CRISTÓBAL,CANINO,1,2024,3,6,16,5,31,0.0887,0.146,51.67,18,9,HIGH
SAN CRISTÓBAL,CANINO,4,2022,3,7,14,8,21,0.3036,0.1693,39.32,23,6,MEDIUM
SANTA FE,CANINO,4,2022,4,4,8,0,16,0.4689,0.2966,33.01,5,6,MEDIUM
KENNEDY,FELINO,12,2024,1,20,27,8,32,0.0661,0.2245,56.39,13,6,HIGH
LA CANDELARIA,CANINO,8,2022,3,3,1,0,7,0.6584,0.4064,18.13,5,4,LOW
ENGATIVÁ,CANINO,8,2024,3,13,11,4,17,0.4393,0.2758,35.23,9,7,MEDIUM
ANTONIO NARIÑO,CANINO,4,2024,4,7,15,0,21,0.4562,0.2511,40.89,8,2,MEDIUM
SANTA FE,CANINO,3,2023,3,9,15,6,21,0.4254,0.3236,35.05,2,5,MEDIUM
CIUDAD BOLÍVAR,FELINO,11,2023,2,20,14,4,23,0.154,0.1583,48.99,12,8,HIGH
LA CANDELARIA,CANINO,6,2022,3,5,7,1,16,0.5549,0.4443,23.51,7,2,LOW
KENNEDY,CANINO,6,2024,2,20,18,9,33,0.0526,0.195,58.04,12,7,HIGH
TUNJUELITO,CANINO,5,2024,1,5,14,6,24,0.2872,0.21,40.73,13,4,MEDIUM
LOS MÁRTIRES,CANINO,7,2022,2,14,12,6,22,0.2187,0.3627,46.66,4,9,MEDIUM
CIUDAD BOLÍVAR,CANINO,3,2023,1,15,10,0,26,0.2115,0.2135,48.76,9,10,HIGH
CIUDAD BOLÍVAR,CANINO,5,2024,2,10,14,4,24,0.1878,0.0972,47.21,12,10,MEDIUM
SUBA,FELINO,5,2023,5,6,7,1,13,0.6191,0.4097,19.53,5,3,LOW
BARRIOS UNIDOS,CANINO,9,2023,5,5,11,0,14,0.6227,0.3192,28.0,6,7,LOW
KENNEDY,FELINO,4,2023,1,11,24,6,29,0.128,0.2761,49.01,17,7,HIGH
KENNEDY,CANINO,9,2023,2,20,18,5,29,0.1324,0.2392,55.49,15,4,HIGH
LOS MÁRTIRES,CANINO,9,2022,2,5,15,4,23,0.3894,0.2469,39.12,8,4,MEDIUM
LA CANDELARIA,CANINO,11,2024,4,2,5,1,11,0.6572,0.3407,18.38,4,6,LOW
PUENTE ARANDA,FELINO,3,2023,3,6,12,0,27,0.4446,0.2839,38.19,11,10,MEDIUM
LOS MÁRTIRES,CANINO,12,2023,1,9,16,5,17,0.1282,0.2328,57.79,10,7,HIGH
TUNJUELITO,CANINO,10,2024,3,10,11,3,16,0.3106,0.3702,34.9,10,6,MEDIUM
BARRIOS UNIDOS,FELINO,7,2022,3,7,14,4,18,0.4183,0.4161,34.56,6,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,1,2024,1,11,20,6,29,0.0827,0.2223,49.42,17,10,HIGH
USME,FELINO,5,2023,2,8,20,5,27,0.3042,0.1729,39.22,10,11,MEDIUM
RAFAEL URIBE URIBE,FELINO,10,2024,1,8,14,5,18,0.2233,0.2338,44.96,5,8,MEDIUM
LA CANDELARIA,CANINO,7,2024,3,5,9,5,16,0.4992,0.3752,24.53,2,5,MEDIUM
ANTONIO NARIÑO,CANINO,10,2023,3,8,15,2,18,0.4356,0.3723,38.31,11,6,MEDIUM
RAFAEL URIBE URIBE,FELINO,2,2024,2,12,20,4,27,0.1787,0.2555,49.6,10,8,HIGH
TEUSAQUILLO,CANINO,2,2023,5,6,6,0,17,0.5463,0.4194,29.66,6,3,MEDIUM
SUBA,CANINO,2,2024,2,12,11,3,17,0.4914,0.3966,34.5,10,3,MEDIUM
USME,CANINO,10,2023,2,14,23,3,35,0.1547,0.2434,43.35,7,8,HIGH
RAFAEL URIBE URIBE,FELINO,4,2024,3,7,12,2,21,0.2334,0.2521,45.83,11,8,MEDIUM
USME,CANINO,10,2024,2,8,16,2,25,0.2383,0.1539,38.61,8,7,MEDIUM
USME,CANINO,1,2023,1,10,26,10,35,0.02,0.0881,54.97,16,7,HIGH
BARRIOS UNIDOS,CANINO,12,2022,1,8,7,4,22,0.442,0.4254,38.7,9,3,MEDIUM
SANTA FE,CANINO,12,2024,2,12,16,6,19,0.286,0.2528,42.27,15,4,MEDIUM
TUNJUELITO,FELINO,10,2024,1,7,13,1,15,0.332,0.2689,39.37,12,1,MEDIUM
KENNEDY,CANINO,1,2022,1,8,18,1,32,0.1109,0.4246,57.14,23,3,HIGH
BOSA,CANINO,4,2024,2,12,21,5,36,0.1062,0.2378,52.99,10,9,HIGH
LOS MÁRTIRES,CANINO,4,2023,3,7,10,2,17,0.3606,0.1748,36.9,11,5,MEDIUM
USME,FELINO,12,2024,1,14,21,3,37,0.0241,0.1513,51.97,19,5,HIGH
USME,CANINO,7,2022,2,7,24,8,22,0.0807,0.1686,48.84,13,15,HIGH
SAN CRISTÓBAL,FELINO,12,2023,1,12,18,5,36,0.0898,0.1841,49.04,12,5,HIGH
LOS MÁRTIRES,FELINO,5,2024,3,9,13,3,16,0.2535,0.299,47.43,12,5,MEDIUM
TEUSAQUILLO,CANINO,3,2024,4,4,8,3,14,0.6266,0.5022,25.33,6,2,LOW
TUNJUELITO,FELINO,2,2022,1,8,18,7,33,0.1695,0.2172,47.41,19,6,HIGH
LOS MÁRTIRES,CANINO,5,2023,3,8,11,5,23,0.2628,0.2303,44.34,14,5,MEDIUM
SAN CRISTÓBAL,FELINO,12,2022,1,8,18,8,28,0.1477,0.1719,53.99,17,9,HIGH
BARRIOS UNIDOS,CANINO,7,2023,4,9,13,3,13,0.4848,0.3743,34.69,10,4,MEDIUM
BARRIOS UNIDOS,CANINO,10,2022,5,3,8,2,12,0.6044,0.4485,27.61,6,6,LOW
SUMAPAZ,CANINO,7,2022,4,1,8,2,9,0.4874,0.0326,15.5,6,8,LOW
ENGATIVÁ,CANINO,7,2024,3,6,10,3,21,0.3794,0.4062,34.64,9,5,MEDIUM
TEUSAQUILLO,CANINO,3,2023,1,6,6,1,10,0.5477,0.5207,27.51,7,3,LOW
ENGATIVÁ,FELINO,3,2023,3,5,11,3,12,0.4957,0.4163,31.29,6,6,MEDIUM
USME,FELINO,11,2024,2,11,15,3,25,0.0604,0.1103,52.25,10,6,HIGH
BOSA,CANINO,1,2023,2,21,15,4,29,0.0827,0.1849,61.62,12,4,HIGH
ANTONIO NARIÑO,FELINO,8,2023,1,15,17,5,25,0.3065,0.2891,43.98,7,6,MEDIUM
SUMAPAZ,FELINO,6,2023,5,2,7,1,11,0.6179,0.1895,10.6,3,8,LOW
BOSA,CANINO,12,2023,1,14,19,5,24,0.0248,0.1733,54.25,17,7,HIGH
CIUDAD BOLÍVAR,CANINO,3,2024,4,11,12,4,30,0.118,0.1398,55.3,18,5,HIGH
USME,FELINO,5,2023,3,9,9,2,18,0.297,0.0968,37.31,12,3,MEDIUM
RAFAEL URIBE URIBE,CANINO,9,2024,2,9,16,5,25,0.3044,0.2857,41.94,13,9,MEDIUM
ENGATIVÁ,CANINO,3,2024,4,4,7,1,19,0.482,0.4102,28.49,5,4,MEDIUM
SAN CRISTÓBAL,CANINO,10,2023,2,14,13,4,23,0.2505,0.2681,38.92,8,8,MEDIUM
USME,FELINO,5,2023,1,9,17,6,24,0.1497,0.1874,44.22,12,8,HIGH
BARRIOS UNIDOS,CANINO,6,2023,5,3,7,1,11,0.6388,0.4345,26.07,3,7,LOW
ANTONIO NARIÑO,CANINO,6,2022,2,10,15,5,25,0.3342,0.3205,41.63,13,5,MEDIUM
USME,CANINO,12,2023,1,9,29,9,32,0.1179,0.1849,52.36,9,11,HIGH
SAN CRISTÓBAL,CANINO,1,2023,2,11,16,6,21,0.0285,0.2009,51.35,9,1,HIGH
RAFAEL URIBE URIBE,CANINO,6,2023,1,16,16,6,34,0.2032,0.1715,51.41,9,6,HIGH
RAFAEL URIBE URIBE,CANINO,8,2022,2,8,16,2,37,0.1968,0.265,49.08,18,8,HIGH
SAN CRISTÓBAL,FELINO,12,2024,1,13,31,11,33,0.0262,0.224,61.24,14,10,HIGH
ENGATIVÁ,CANINO,11,2023,4,4,5,0,14,0.4962,0.3823,28.85,11,5,MEDIUM
RAFAEL URIBE URIBE,FELINO,7,2023,1,8,21,8,24,0.0798,0.2486,48.9,14,9,HIGH
ENGATIVÁ,FELINO,3,2023,4,6,13,4,15,0.6106,0.3818,23.67,8,3,MEDIUM
KENNEDY,CANINO,3,2023,2,16,25,6,23,0.2157,0.2812,48.58,11,9,HIGH
SUBA,CANINO,5,2022,3,4,9,2,8,0.7364,0.4197,25.99,2,6,LOW
SANTA FE,CANINO,9,2022,3,7,8,2,20,0.4628,0.3013,28.34,2,7,MEDIUM
RAFAEL URIBE URIBE,FELINO,12,2024,1,16,20,7,33,0.1049,0.2851,48.89,14,8,HIGH
BARRIOS UNIDOS,CANINO,8,2024,5,13,11,1,22,0.4353,0.3925,35.08,11,6,MEDIUM
TUNJUELITO,FELINO,12,2023,2,16,17,5,30,0.0648,0.1743,54.16,14,6,HIGH
LOS MÁRTIRES,FELINO,8,2024,2,7,15,3,22,0.3895,0.2917,38.74,12,7,MEDIUM
SUMAPAZ,CANINO,8,2023,5,1,8,3,25,0.6178,0.0929,13.3,1,7,LOW
BOSA,CANINO,6,2023,3,13,13,7,23,0.1261,0.2198,60.54,9,6,HIGH
ENGATIVÁ,FELINO,7,2024,2,8,15,4,22,0.3975,0.3555,43.44,12,3,MEDIUM
SAN CRISTÓBAL,CANINO,4,2023,3,17,23,6,22,0.2655,0.1909,38.53,7,7,MEDIUM
TUNJUELITO,CANINO,9,2023,2,11,13,1,22,0.2818,0.2691,42.57,15,4,MEDIUM
CHAPINERO,CANINO,1,2023,3,11,5,0,7,0.5433,0.4892,19.46,5,1,LOW
SUBA,CANINO,9,2024,4,4,9,2,16,0.6043,0.4237,25.53,9,5,LOW
LOS MÁRTIRES,FELINO,9,2024,3,6,15,5,23,0.3334,0.243,45.0,12,7,MEDIUM
LA CANDELARIA,FELINO,6,2023,3,3,9,3,16,0.5527,0.4501,19.09,2,3,LOW
PUENTE ARANDA,FELINO,2,2022,4,5,17,4,27,0.4974,0.3878,38.33,7,8,MEDIUM
CIUDAD BOLÍVAR,CANINO,2,2024,1,23,23,6,30,0.1426,0.2429,56.16,17,5,HIGH
TEUSAQUILLO,CANINO,9,2023,5,5,5,1,8,0.6522,0.4693,20.05,7,6,LOW
KENNEDY,CANINO,1,2023,1,14,13,3,32,0.02,0.2364,57.24,15,6,HIGH
SAN CRISTÓBAL,FELINO,5,2023,1,11,16,5,30,0.3646,0.179,41.03,11,6,MEDIUM
CHAPINERO,CANINO,4,2024,5,4,4,0,4,0.706,0.5333,12.43,6,2,LOW
CIUDAD BOLÍVAR,CANINO,6,2022,2,7,14,6,36,0.1739,0.0878,47.8,8,9,HIGH
USME,FELINO,6,2023,2,7,19,4,32,0.2546,0.1891,42.64,10,9,HIGH
PUENTE ARANDA,CANINO,1,2023,2,7,15,4,23,0.1987,0.3114,51.61,10,6,HIGH
PUENTE ARANDA,CANINO,7,2023,3,6,15,5,26,0.3869,0.3163,39.55,14,3,MEDIUM
FONTIBÓN,CANINO,8,2022,4,3,13,3,22,0.4865,0.353,24.42,9,5,MEDIUM
CIUDAD BOLÍVAR,CANINO,6,2024,2,11,17,5,37,0.1189,0.2192,55.35,15,12,HIGH
SUBA,CANINO,8,2023,2,6,5,1,19,0.5026,0.3453,33.18,10,3,MEDIUM
TUNJUELITO,CANINO,9,2023,4,11,17,5,20,0.3707,0.165,38.64,5,8,MEDIUM
TUNJUELITO,CANINO,5,2024,2,13,16,4,26,0.4148,0.1601,38.04,9,3,MEDIUM
RAFAEL URIBE URIBE,CANINO,7,2023,1,16,26,10,27,0.1263,0.2583,48.37,12,4,HIGH
LA CANDELARIA,CANINO,8,2022,4,3,5,1,8,0.6076,0.4543,22.89,6,4,LOW
LA CANDELARIA,CANINO,3,2022,4,2,6,0,12,0.7134,0.2717,23.95,2,5,LOW
SUMAPAZ,CANINO,2,2022,4,0,9,3,16,0.5995,0.056,12.67,2,9,LOW
CIUDAD BOLÍVAR,CANINO,11,2024,2,12,17,10,33,0.1257,0.2804,50.4,11,7,HIGH
RAFAEL URIBE URIBE,CANINO,5,2024,2,11,23,4,22,0.2138,0.234,42.52,10,12,HIGH
ANTONIO NARIÑO,CANINO,6,2023,2,4,12,5,20,0.3092,0.3429,38.45,10,4,MEDIUM
CIUDAD BOLÍVAR,CANINO,2,2024,2,14,19,5,34,0.0825,0.1312,56.09,18,7,HIGH
SAN CRISTÓBAL,CANINO,7,2024,1,11,28,6,38,0.0907,0.1452,51.33,20,7,HIGH
RAFAEL URIBE URIBE,CANINO,2,2022,3,19,21,9,29,0.2509,0.1753,49.84,17,15,HIGH
BARRIOS UNIDOS,CANINO,7,2023,2,6,14,3,16,0.503,0.3006,31.11,6,5,MEDIUM
CIUDAD BOLÍVAR,FELINO,1,2023,1,11,18,5,25,0.073,0.1833,53.89,7,5,HIGH
ENGATIVÁ,CANINO,3,2024,3,7,14,6,18,0.4686,0.3616,36.66,7,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,12,2023,2,16,19,5,30,0.1311,0.2351,52.76,12,10,HIGH
RAFAEL URIBE URIBE,CANINO,12,2022,2,12,14,5,20,0.1031,0.1595,50.2,7,3,HIGH
LOS MÁRTIRES,CANINO,7,2024,2,9,17,7,24,0.204,0.2996,42.83,16,7,HIGH
KENNEDY,CANINO,11,2024,1,22,21,7,43,0.0777,0.3402,59.39,18,3,HIGH
PUENTE ARANDA,FELINO,3,2024,3,7,12,3,15,0.3382,0.2334,36.01,11,5,MEDIUM
KENNEDY,CANINO,7,2023,1,14,22,5,35,0.02,0.2915,64.11,15,1,HIGH
PUENTE ARANDA,CANINO,3,2023,3,10,10,6,22,0.3007,0.3331,37.4,9,6,MEDIUM
USME,FELINO,9,2024,1,6,19,7,32,0.1755,0.12,45.69,9,7,HIGH
ENGATIVÁ,CANINO,4,2023,3,11,5,1,22,0.4029,0.3929,28.4,7,1,MEDIUM
FONTIBÓN,CANINO,7,2022,2,11,13,2,26,0.4037,0.3337,40.27,11,7,MEDIUM
RAFAEL URIBE URIBE,CANINO,7,2023,1,10,19,3,32,0.1477,0.1407,52.07,12,9,HIGH
ENGATIVÁ,CANINO,4,2024,2,5,13,3,23,0.5097,0.4204,27.08,2,2,MEDIUM
USME,FELINO,4,2023,1,5,18,7,23,0.2443,0.1511,43.0,9,7,MEDIUM
LOS MÁRTIRES,FELINO,1,2023,1,13,21,6,27,0.1694,0.307,54.01,17,7,HIGH
